Date,Match Time,Team 1,Team 2,Team 1 Odds,Team 2 Odds,Team 1 line,Team 2 line
2024-04-30,9:40 PM EDT,LAD,AZ,+100,-130,5.5,5.5
2024-05-01,1:10 PM EDT,TB,MIL,-141,+110,1.5,1.5
2024-05-01,1:10 PM EDT,STL,DET,-105,-125,3.5,3.5
2024-05-01,2:10 PM EDT,MIN,CHW,-130,+100,4.5,4.5
2024-05-01,3:07 PM EDT,KC,TOR,-130,+100,4,4
2024-05-01,3:37 PM EDT,PIT,ATH,-125,-105,4,4
2024-05-01,3:40 PM EDT,ATL,SEA,-105,-125,4,4
2024-05-01,4:07 PM EDT,PHI,LAA,-125,-105,4,4
2024-05-01,4:10 PM EDT,CIN,SD,-130,+100,4,4
2024-05-01,6:35 PM EDT,NYY,BAL,-169,+135,0.5,0.5
2024-05-01,6:40 PM EDT,COL,MIA,-110,-120,1.5,1.5
2024-05-01,7:10 PM EDT,SF,BOS,+120,-149,3.5,3.5
2024-05-01,7:10 PM EDT,CHC,NYM,-105,-125,2.5,2.5
2024-05-01,8:05 PM EDT,WAS,TEX,-115,-115,5,5
2024-05-01,8:10 PM EDT,CLE,HOU,-125,-105,4.5,4.5
2024-05-01,9:40 PM EDT,LAD,AZ,-161,+125,6.5,6.5
2024-05-02,12:10 PM EDT,COL,MIA,+110,-141,7.5,7.5
2024-05-02,1:05 PM EDT,NYY,BAL,-169,+135,2.5,2.5
2024-05-02,1:10 PM EDT,CHC,NYM,+115,-145,2.5,2.5
2024-05-02,1:35 PM EDT,SF,BOS,-105,-125,3.5,3.5
2024-05-02,2:35 PM EDT,WAS,TEX,-115,-115,4,4
2024-05-02,8:10 PM EDT,CLE,HOU,+105,-135,4.5,4.5
2024-05-03,2:20 PM EDT,MIL,CHC,+145,-179,1.5,1.5
2024-05-03,6:10 PM EDT,BAL,CIN,-125,-105,4.5,4.5
2024-05-03,6:40 PM EDT,COL,PIT,-105,-125,4.5,4.5
2024-05-03,6:40 PM EDT,SF,PHI,+100,-130,4,4
2024-05-03,6:45 PM EDT,TOR,WAS,-130,+100,4.5,4.5
2024-05-03,6:50 PM EDT,NYM,TB,+100,-130,4.5,4.5
2024-05-03,7:05 PM EDT,DET,NYY,-130,+100,4,4
2024-05-03,7:10 PM EDT,LAA,CLE,+100,-130,4,4
2024-05-03,7:40 PM EDT,TEX,KC,-130,+100,4.5,4.5
2024-05-03,8:10 PM EDT,BOS,MIN,-130,+100,4,4
2024-05-03,8:10 PM EDT,SEA,HOU,-130,+100,4,4
2024-05-03,8:15 PM EDT,CHW,STL,-130,+100,4,4
2024-05-03,9:40 PM EDT,SD,AZ,+100,-130,5,5
2024-05-03,9:40 PM EDT,MIA,ATH,-130,+100,4,4
2024-05-03,10:10 PM EDT,ATL,LAD,-105,-125,5,5
2024-05-04,1:05 PM EDT,DET,NYY,-169,+135,8.5,8.5
2024-05-04,2:10 PM EDT,BOS,MIN,+100,-130,4,4
2024-05-04,2:15 PM EDT,CHW,STL,-105,-125,4.5,4.5
2024-05-04,2:20 PM EDT,MIL,CHC,-130,+100,4.5,4.5
2024-05-04,4:05 PM EDT,COL,PIT,-115,-115,3.5,3.5
2024-05-04,4:05 PM EDT,TOR,WAS,-130,+100,4,4
2024-05-04,4:07 PM EDT,MIA,ATH,-125,-105,3.5,3.5
2024-05-04,6:05 PM EDT,SF,PHI,-130,+100,3.5,3.5
2024-05-04,6:10 PM EDT,LAA,CLE,+100,-130,4.5,4.5
2024-05-04,6:40 PM EDT,BAL,CIN,+100,-130,5,5
2024-05-04,7:10 PM EDT,TEX,KC,-105,-125,4.5,4.5
2024-05-04,7:15 PM EDT,SEA,HOU,-130,+100,3.5,3.5
2024-05-04,7:15 PM EDT,NYM,TB,-125,-105,4,4
2024-05-04,8:10 PM EDT,SD,AZ,-130,+100,4.5,4.5
2024-05-04,9:10 PM EDT,ATL,LAD,-115,-115,4.5,4.5
2024-05-05,1:35 PM EDT,COL,PIT,+105,-135,3.5,3.5
2024-05-05,1:35 PM EDT,TOR,WAS,+100,-130,4.5,4.5
2024-05-05,1:35 PM EDT,DET,NYY,-141,+110,2.5,2.5
2024-05-05,1:40 PM EDT,LAA,CLE,-135,+105,3.5,3.5
2024-05-05,1:40 PM EDT,NYM,TB,-110,-120,3.5,3.5
2024-05-05,2:10 PM EDT,BOS,MIN,-115,-115,4,4
2024-05-05,2:10 PM EDT,SEA,HOU,-105,-125,4.5,4.5
2024-05-05,2:10 PM EDT,TEX,KC,-115,-115,4.5,4.5
2024-05-05,2:15 PM EDT,CHW,STL,-115,-115,4,4
2024-05-05,2:20 PM EDT,MIL,CHC,+100,-130,3.5,3.5
2024-05-05,4:07 PM EDT,MIA,ATH,-125,-105,4,4
2024-05-05,4:10 PM EDT,BAL,CIN,-115,-115,4.5,4.5
2024-05-05,4:10 PM EDT,ATL,LAD,-115,-115,4.5,4.5
2024-05-05,4:10 PM EDT,SD,AZ,+100,-130,5,5
2024-05-05,7:10 PM EDT,SF,PHI,-110,-120,6.5,6.5
2024-05-06,4:05 PM EDT,SF,PHI,-149,+120,0.5,0.5
2024-05-06,6:10 PM EDT,DET,CLE,+100,-130,4,4
2024-05-06,6:40 PM EDT,LAA,PIT,-130,+100,4,4
2024-05-06,6:50 PM EDT,CHW,TB,+125,-161,7.5,7.5
2024-05-06,7:10 PM EDT,MIL,KC,+100,-130,4.5,4.5
2024-05-06,7:40 PM EDT,SD,CHC,-179,+145,0.5,0.5
2024-05-06,7:40 PM EDT,SEA,MIN,-141,+110,0.5,0.5
2024-05-06,7:45 PM EDT,NYM,STL,-161,+125,1.5,1.5
2024-05-06,9:40 PM EDT,TEX,ATH,+110,-141,2.5,2.5
2024-05-06,10:10 PM EDT,MIA,LAD,-105,-125,10.5,10.5
2024-05-07,3:37 PM EDT,TEX,ATH,-135,+105,17.5,17.5
2024-05-07,6:10 PM EDT,DET,CLE,-120,-110,4.5,4.5
2024-05-07,6:40 PM EDT,AZ,CIN,-130,+100,4.5,4.5
2024-05-07,6:40 PM EDT,TOR,PHI,+100,-130,4.5,4.5
2024-05-07,6:40 PM EDT,LAA,PIT,-130,+100,4,4
2024-05-07,6:45 PM EDT,BAL,WAS,-115,-115,4.5,4.5
2024-05-07,6:50 PM EDT,CHW,TB,-130,+100,4,4
2024-05-07,7:05 PM EDT,HOU,NYY,+110,-141,6.5,6.5
2024-05-07,7:20 PM EDT,BOS,ATL,+135,-169,3.5,3.5
2024-05-07,7:40 PM EDT,MIL,KC,+125,-161,3.5,3.5
2024-05-07,7:40 PM EDT,SEA,MIN,+125,-161,7.5,7.5
2024-05-07,7:40 PM EDT,SD,CHC,+110,-141,1.5,1.5
2024-05-07,7:45 PM EDT,NYM,STL,+125,-161,4.5,4.5
2024-05-07,8:40 PM EDT,SF,COL,-115,-115,5.5,5.5
2024-05-07,10:10 PM EDT,MIA,LAD,+105,-135,10.5,10.5
2024-05-09,1:10 PM EDT,SEA,MIN,+115,-145,8.5,8.5
2024-05-09,1:10 PM EDT,AZ,CIN,+150,-189,2.5,2.5
2024-05-09,3:10 PM EDT,SF,COL,+105,-135,2.5,2.5
2024-05-09,5:05 PM EDT,HOU,NYY,+135,-169,6.5,6.5
2024-05-09,7:40 PM EDT,STL,MIL,+135,-169,6.5,6.5
2024-05-09,7:40 PM EDT,CLE,CHW,-105,-125,4.5,4.5
2024-05-09,9:38 PM EDT,KC,LAA,-110,-120,5.5,5.5
2024-05-10,6:40 PM EDT,HOU,DET,-115,-115,4.5,4.5
2024-05-10,6:40 PM EDT,CHC,PIT,-115,-115,3.5,3.5
2024-05-10,6:50 PM EDT,NYY,TB,+100,-130,4.5,4.5
2024-05-10,7:05 PM EDT,AZ,BAL,-125,-105,4,4
2024-05-10,7:07 PM EDT,MIN,TOR,-125,-105,3.5,3.5
2024-05-10,7:10 PM EDT,PHI,MIA,-105,-125,4,4
2024-05-10,7:10 PM EDT,ATL,NYM,-125,-105,4,4
2024-05-10,7:10 PM EDT,WAS,BOS,-105,-125,4.5,4.5
2024-05-10,7:40 PM EDT,CLE,CHW,-130,+100,3.5,3.5
2024-05-10,8:10 PM EDT,STL,MIL,-141,+110,4.5,4.5
2024-05-10,8:40 PM EDT,TEX,COL,-130,+100,4.5,4.5
2024-05-10,9:38 PM EDT,KC,LAA,-125,-105,4.5,4.5
2024-05-10,9:40 PM EDT,ATH,SEA,-105,-125,4,4
2024-05-10,9:40 PM EDT,LAD,SD,+100,-130,4,4
2024-05-10,10:15 PM EDT,CIN,SF,-125,-105,3.5,3.5
2024-05-11,3:07 PM EDT,MIN,TOR,+110,-141,10.5,10.5
2024-05-11,4:05 PM EDT,AZ,BAL,-125,-105,4.5,4.5
2024-05-11,4:05 PM EDT,CHC,PIT,-125,-105,3.5,3.5
2024-05-11,4:10 PM EDT,PHI,MIA,-125,-105,4,4
2024-05-11,4:10 PM EDT,NYY,TB,-130,+100,4,4
2024-05-11,4:10 PM EDT,ATL,NYM,-130,+100,3.5,3.5
2024-05-11,4:10 PM EDT,WAS,BOS,-115,-115,4.5,4.5
2024-05-11,6:10 PM EDT,HOU,DET,+100,-130,4,4
2024-05-11,7:10 PM EDT,CLE,CHW,-105,-125,4.5,4.5
2024-05-11,7:15 PM EDT,STL,MIL,-125,-105,4,4
2024-05-11,7:15 PM EDT,CIN,SF,-115,-115,4,4
2024-05-11,8:10 PM EDT,TEX,COL,-125,-105,5,5
2024-05-11,8:40 PM EDT,LAD,SD,-115,-115,5.5,5.5
2024-05-11,9:38 PM EDT,KC,LAA,-115,-115,4,4
2024-05-11,9:40 PM EDT,ATH,SEA,-105,-115,4.5,4.5
2024-05-12,1:35 PM EDT,WAS,BOS,+105,-135,4.5,4.5
2024-05-12,1:35 PM EDT,CHC,PIT,-125,-105,4.5,4.5
2024-05-12,1:35 PM EDT,AZ,BAL,-105,-125,3.5,3.5
2024-05-12,1:37 PM EDT,MIN,TOR,+100,-130,4.5,4.5
2024-05-12,1:40 PM EDT,PHI,MIA,-115,-115,3.5,3.5
2024-05-12,1:40 PM EDT,NYY,TB,+100,-130,4.5,4.5
2024-05-12,1:40 PM EDT,HOU,DET,-115,-115,4,4
2024-05-12,2:10 PM EDT,STL,MIL,-105,-125,5,5
2024-05-12,2:10 PM EDT,CLE,CHW,-115,-115,5,5
2024-05-12,3:10 PM EDT,TEX,COL,-125,-105,5.5,5.5
2024-05-12,4:05 PM EDT,CIN,SF,+100,-130,4,4
2024-05-12,4:07 PM EDT,KC,LAA,-130,+100,4,4
2024-05-12,4:10 PM EDT,ATH,SEA,-105,-125,4,4
2024-05-12,4:10 PM EDT,LAD,SD,-125,-105,4,4
2024-05-12,7:10 PM EDT,ATL,NYM,-141,+110,2.5,2.5
2024-05-13,6:35 PM EDT,TOR,BAL,-115,-115,4,4
2024-05-13,6:40 PM EDT,MIA,DET,-105,-125,5,5
2024-05-13,7:10 PM EDT,PHI,NYM,-120,-110,4,4
2024-05-13,7:10 PM EDT,TB,BOS,-130,+100,4,4
2024-05-13,7:20 PM EDT,CHC,ATL,-105,-125,4,4
2024-05-13,7:40 PM EDT,PIT,MIL,+100,-130,4.5,4.5
2024-05-13,8:05 PM EDT,CLE,TEX,-105,-125,5,5
2024-05-13,8:10 PM EDT,ATH,HOU,-130,+100,4.5,4.5
2024-05-13,9:38 PM EDT,STL,LAA,-115,-115,4.5,4.5
2024-05-13,9:40 PM EDT,COL,SD,-105,-125,4.5,4.5
2024-05-13,9:40 PM EDT,KC,SEA,-130,+100,3.5,3.5
2024-05-13,9:40 PM EDT,CIN,AZ,-125,-105,4.5,4.5
2024-05-13,9:45 PM EDT,LAD,SF,-130,+100,3.5,3.5
2024-05-14,1:10 PM EDT,PHI,NYM,-145,+115,2.5,2.5
2024-05-14,4:40 PM EDT,WAS,CHW,-125,-105,2.5,2.5
2024-05-14,6:40 PM EDT,MIA,DET,+100,-130,4.5,4.5
2024-05-14,7:10 PM EDT,TB,BOS,-115,-115,4.5,4.5
2024-05-14,7:20 PM EDT,CHC,ATL,+135,-169,2.5,2.5
2024-05-14,7:40 PM EDT,NYY,MIN,+105,-135,7.5,7.5
2024-05-14,7:40 PM EDT,PIT,MIL,+135,-169,7.5,7.5
2024-05-14,8:05 PM EDT,WAS,CHW,+125,-161,4.5,4.5
2024-05-14,8:05 PM EDT,CLE,TEX,+115,-145,10.5,10.5
2024-05-14,8:10 PM EDT,ATH,HOU,+110,-141,2.5,2.5
2024-05-14,9:38 PM EDT,STL,LAA,-135,+105,7.5,7.5
2024-05-14,9:40 PM EDT,CIN,AZ,+125,-161,5.5,5.5
2024-05-14,9:40 PM EDT,KC,SEA,-179,+145,0.5,0.5
2024-05-14,9:40 PM EDT,COL,SD,-161,+125,1.5,1.5
2024-05-14,9:45 PM EDT,LAD,SF,-149,+120,4.5,4.5
2024-05-15,12:35 PM EDT,TOR,BAL,-115,-115,3.5,3.5
2024-05-15,1:10 PM EDT,MIA,DET,-130,+100,4.5,4.5
2024-05-15,1:10 PM EDT,PIT,MIL,-125,-105,4,4
2024-05-15,2:10 PM EDT,WAS,CHW,-130,+100,3.5,3.5
2024-05-15,3:40 PM EDT,CIN,AZ,+100,-130,4.5,4.5
2024-05-15,4:10 PM EDT,KC,SEA,-120,-110,4,4
2024-05-15,4:10 PM EDT,COL,SD,+100,-130,4,4
2024-05-15,6:40 PM EDT,NYM,PHI,-161,+125,3.5,3.5
2024-05-15,7:10 PM EDT,TB,BOS,+100,-130,2.5,2.5
2024-05-15,7:20 PM EDT,CHC,ATL,-130,+100,5.5,5.5
2024-05-15,7:40 PM EDT,NYY,MIN,-115,-115,4.5,4.5
2024-05-15,8:05 PM EDT,CLE,TEX,-130,+100,4.5,4.5
2024-05-15,8:10 PM EDT,ATH,HOU,-130,+100,4.5,4.5
2024-05-15,9:07 PM EDT,STL,LAA,+100,-130,4.5,4.5
2024-05-15,9:45 PM EDT,LAD,SF,-161,+125,2.5,2.5
2024-05-16,1:10 PM EDT,NYY,MIN,-149,+120,3.5,3.5
2024-05-16,6:40 PM EDT,NYM,PHI,-169,+135,2.5,2.5
2024-05-16,7:10 PM EDT,TB,BOS,-130,+100,5.5,5.5
2024-05-16,7:40 PM EDT,PIT,CHC,+105,-135,5.5,5.5
2024-05-16,8:10 PM EDT,ATH,HOU,-105,-125,5,5
2024-05-16,10:10 PM EDT,CIN,LAD,-169,+135,3.5,3.5
2024-05-17,2:20 PM EDT,PIT,CHC,-179,+145,3.5,3.5
2024-05-17,6:40 PM EDT,WAS,PHI,-105,-125,4,4
2024-05-17,7:05 PM EDT,SEA,BAL,-105,-125,4.5,4.5
2024-05-17,7:05 PM EDT,CHW,NYY,-141,+110,4,4
2024-05-17,7:07 PM EDT,TB,TOR,-105,-125,4.5,4.5
2024-05-17,7:10 PM EDT,NYM,MIA,-105,-125,4,4
2024-05-17,7:10 PM EDT,MIN,CLE,+100,-130,4.5,4.5
2024-05-17,7:20 PM EDT,SD,ATL,+100,-130,4.5,4.5
2024-05-17,7:40 PM EDT,ATH,KC,-105,-125,4.5,4.5
2024-05-17,8:05 PM EDT,LAA,TEX,-125,-105,4.5,4.5
2024-05-17,8:10 PM EDT,MIL,HOU,-115,-115,4,4
2024-05-17,8:15 PM EDT,BOS,STL,-130,+100,4,4
2024-05-17,9:40 PM EDT,DET,AZ,+120,-149,6.5,6.5
2024-05-17,10:10 PM EDT,CIN,LAD,+105,-135,5.5,5.5
2024-05-17,10:15 PM EDT,COL,SF,-141,+110,5.5,5.5
2024-05-20,12:20 PM EDT,SD,ATL,-179,+145,5.5,5.5
2024-05-20,3:07 PM EDT,CHW,TOR,+115,-145,6.5,6.5
2024-05-20,6:10 PM EDT,NYM,CLE,+100,-130,4.5,4.5
2024-05-20,6:20 PM EDT,SD,ATL,-110,-120,4.5,4.5
2024-05-20,6:40 PM EDT,MIL,MIA,-115,-115,4.5,4.5
2024-05-20,6:45 PM EDT,MIN,WAS,-105,-125,4,4
2024-05-20,6:50 PM EDT,BOS,TB,+100,-130,4,4
2024-05-20,7:05 PM EDT,SEA,NYY,-130,+100,4,4
2024-05-20,7:40 PM EDT,DET,KC,-115,-115,4.5,4.5
2024-05-20,7:45 PM EDT,BAL,STL,-130,+100,4,4
2024-05-20,8:10 PM EDT,LAA,HOU,-125,-105,4,4
2024-05-20,10:10 PM EDT,AZ,LAD,-125,-105,8.5,8.5
2024-05-21,6:10 PM EDT,NYM,CLE,-105,-125,2.5,2.5
2024-05-21,6:40 PM EDT,SD,CIN,-130,+100,4.5,4.5
2024-05-21,6:40 PM EDT,TEX,PHI,-130,+100,4,4
2024-05-21,6:40 PM EDT,SF,PIT,-125,-105,4.5,4.5
2024-05-21,6:40 PM EDT,MIL,MIA,-130,+100,4,4
2024-05-21,6:45 PM EDT,MIN,WAS,-105,-125,4.5,4.5
2024-05-21,6:50 PM EDT,BOS,TB,-115,-115,4.5,4.5
2024-05-21,7:05 PM EDT,SEA,NYY,-135,+105,4,4
2024-05-21,7:07 PM EDT,CHW,TOR,+100,-130,3.5,3.5
2024-05-21,7:40 PM EDT,ATL,CHC,-135,+105,5.5,5.5
2024-05-21,7:40 PM EDT,DET,KC,-130,+100,4.5,4.5
2024-05-21,8:10 PM EDT,LAA,HOU,-135,+105,4.5,4.5
2024-05-21,9:40 PM EDT,COL,ATH,-130,+100,4,4
2024-05-21,10:10 PM EDT,AZ,LAD,-125,-105,4.5,4.5
2024-05-22,12:15 PM EDT,BAL,STL,+100,-130,5,5
2024-05-22,1:05 PM EDT,MIN,WAS,+135,-169,2.5,2.5
2024-05-22,1:10 PM EDT,NYM,CLE,+115,-145,4.5,4.5
2024-05-22,1:45 PM EDT,BAL,STL,-105,-125,4.5,4.5
2024-05-22,2:10 PM EDT,LAA,HOU,+100,-130,5,5
2024-05-22,2:10 PM EDT,DET,KC,-105,-125,3.5,3.5
2024-05-22,6:40 PM EDT,TEX,PHI,+105,-135,5.5,5.5
2024-05-22,6:40 PM EDT,SD,CIN,-115,-115,5.5,5.5
2024-05-22,6:40 PM EDT,MIL,MIA,-130,+100,3.5,3.5
2024-05-22,6:40 PM EDT,SF,PIT,-145,+115,2.5,2.5
2024-05-22,6:50 PM EDT,BOS,TB,+110,-141,3.5,3.5
2024-05-22,7:05 PM EDT,SEA,NYY,-130,+100,4.5,4.5
2024-05-22,7:07 PM EDT,CHW,TOR,+100,-130,4.5,4.5
2024-05-22,7:40 PM EDT,ATL,CHC,-115,-115,4.5,4.5
2024-05-22,9:40 PM EDT,COL,ATH,-130,+100,3.5,3.5
2024-05-22,10:10 PM EDT,AZ,LAD,+120,-149,1.5,1.5
2024-05-23,12:35 PM EDT,SEA,NYY,-149,+120,2.5,2.5
2024-05-23,12:35 PM EDT,SF,PIT,+110,-141,2.5,2.5
2024-05-23,1:05 PM EDT,TEX,PHI,-130,+100,3.5,3.5
2024-05-23,1:10 PM EDT,SD,CIN,-110,-120,8.5,8.5
2024-05-23,2:20 PM EDT,ATL,CHC,-130,+100,4.5,4.5
2024-05-23,3:37 PM EDT,COL,ATH,-149,+120,2.5,2.5
2024-05-23,6:40 PM EDT,TOR,DET,-145,+115,1.5,1.5
2024-05-23,7:40 PM EDT,BAL,CHW,+115,-145,5.5,5.5
2024-05-24,6:40 PM EDT,ATL,PIT,-105,-125,5,5
2024-05-24,6:40 PM EDT,TOR,DET,-115,-115,4.5,4.5
2024-05-24,6:45 PM EDT,SEA,WAS,-115,-115,4,4
2024-05-24,6:50 PM EDT,KC,TB,-130,+100,4,4
2024-05-24,7:10 PM EDT,SF,NYM,-130,+100,4,4
2024-05-24,7:10 PM EDT,MIL,BOS,-105,-125,5,5
2024-05-24,7:10 PM EDT,LAD,CIN,-115,-115,5.5,5.5
2024-05-24,7:10 PM EDT,TEX,MIN,-125,-105,4.5,4.5
2024-05-24,7:40 PM EDT,BAL,CHW,+100,-130,4,4
2024-05-24,8:40 PM EDT,PHI,COL,-130,+100,5.5,5.5
2024-05-24,9:38 PM EDT,CLE,LAA,-115,-115,4,4
2024-05-24,9:40 PM EDT,MIA,AZ,-115,-115,4,4
2024-05-24,9:40 PM EDT,NYY,SD,-130,+100,3.5,3.5
2024-05-24,9:40 PM EDT,HOU,ATH,-105,-125,4.5,4.5
2024-05-25,1:10 PM EDT,TOR,DET,-149,+120,2.5,2.5
2024-05-25,1:40 PM EDT,SF,NYM,-149,+120,2.5,2.5
2024-05-25,2:10 PM EDT,TEX,MIN,-125,-105,4.5,4.5
2024-05-25,2:10 PM EDT,BAL,CHW,-130,+100,4,4
2024-05-25,4:05 PM EDT,SEA,WAS,-130,+100,4.5,4.5
2024-05-25,4:05 PM EDT,ATL,PIT,-105,-125,4.5,4.5
2024-05-25,4:07 PM EDT,HOU,ATH,-115,-115,4.5,4.5
2024-05-25,4:10 PM EDT,MIL,BOS,+100,-130,5,5
2024-05-25,4:10 PM EDT,KC,TB,-115,-115,4,4
2024-05-25,7:15 PM EDT,CHC,STL,+105,-135,3.5,3.5
2024-05-25,7:15 PM EDT,LAD,CIN,-149,+120,4.5,4.5
2024-05-25,9:10 PM EDT,PHI,COL,+120,-149,5.5,5.5
2024-05-25,9:38 PM EDT,CLE,LAA,-105,-125,8.5,8.5
2024-05-25,9:40 PM EDT,NYY,SD,-161,+125,3.5,3.5
2024-05-25,10:10 PM EDT,MIA,AZ,+100,-130,7.5,7.5
2024-05-26,11:35 AM EDT,TOR,DET,+145,-179,8.5,8.5
2024-05-26,12:10 PM EDT,LAD,CIN,-145,+115,3.5,3.5
2024-05-26,1:35 PM EDT,SEA,WAS,-105,-125,5,5
2024-05-26,1:35 PM EDT,MIL,BOS,-125,-105,4.5,4.5
2024-05-26,1:35 PM EDT,ATL,PIT,-130,+100,4,4
2024-05-26,1:40 PM EDT,KC,TB,-130,+100,4,4
2024-05-26,1:40 PM EDT,SF,NYM,-105,-125,4,4
2024-05-26,2:10 PM EDT,TEX,MIN,+100,-130,4.5,4.5
2024-05-26,2:10 PM EDT,BAL,CHW,-161,+125,1.5,1.5
2024-05-26,3:10 PM EDT,PHI,COL,+100,-130,5,5
2024-05-26,4:07 PM EDT,HOU,ATH,+100,-130,5,5
2024-05-26,4:07 PM EDT,CLE,LAA,-120,-110,3.5,3.5
2024-05-26,4:10 PM EDT,NYY,SD,-120,-110,3.5,3.5
2024-05-26,4:10 PM EDT,MIA,AZ,+110,-141,4.5,4.5
2024-05-26,7:10 PM EDT,CHC,STL,+125,-161,3.5,3.5
2024-05-27,1:05 PM EDT,BOS,BAL,-149,+120,3.5,3.5
2024-05-27,2:10 PM EDT,KC,MIN,-161,+125,2.5,2.5
2024-05-27,2:10 PM EDT,TOR,CHW,+120,-149,4.5,4.5
2024-05-27,4:10 PM EDT,CHC,MIL,-161,+125,0.5,0.5
2024-05-27,4:10 PM EDT,STL,CIN,-125,-105,5.5,5.5
2024-05-27,4:10 PM EDT,WAS,ATL,+100,-130,7.5,7.5
2024-05-27,4:10 PM EDT,CLE,COL,-120,-110,6.5,6.5
2024-05-27,5:05 PM EDT,PHI,SF,+105,-135,3.5,3.5
2024-05-27,6:40 PM EDT,MIA,SD,-145,+115,2.5,2.5
2024-05-27,9:40 PM EDT,HOU,SEA,+125,-161,4.5,4.5
2024-05-29,12:40 PM EDT,PIT,DET,-120,-110,3.5,3.5
2024-05-29,1:10 PM EDT,STL,CIN,+105,-135,3.5,3.5
2024-05-29,2:35 PM EDT,AZ,TEX,-105,-125,5,5
2024-05-29,3:40 PM EDT,PIT,DET,+100,-130,4,4
2024-05-29,3:45 PM EDT,PHI,SF,-115,-115,4,4
2024-05-29,4:10 PM EDT,MIA,SD,-130,+100,3.5,3.5
2024-05-29,4:10 PM EDT,LAD,NYM,-130,+100,4.5,4.5
2024-05-29,6:35 PM EDT,BOS,BAL,-141,+110,6.5,6.5
2024-05-29,6:50 PM EDT,ATH,TB,+100,-130,1.5,1.5
2024-05-29,7:20 PM EDT,WAS,ATL,+100,-130,3.5,3.5
2024-05-29,7:40 PM EDT,TOR,CHW,+100,-130,4.5,4.5
2024-05-29,7:40 PM EDT,CHC,MIL,+100,-130,4,4
2024-05-29,7:40 PM EDT,KC,MIN,+100,-130,4,4
2024-05-29,8:40 PM EDT,CLE,COL,+100,-130,6,6
2024-05-29,9:38 PM EDT,NYY,LAA,+100,-130,2.5,2.5
2024-05-29,9:40 PM EDT,HOU,SEA,+105,-135,2.5,2.5
2024-05-30,1:10 PM EDT,ATH,TB,+135,-169,8.5,8.5
2024-05-30,1:10 PM EDT,KC,MIN,+135,-169,4.5,4.5
2024-05-30,1:10 PM EDT,CHC,MIL,-161,+125,5.5,5.5
2024-05-30,4:10 PM EDT,HOU,SEA,-145,+115,2.5,2.5
2024-05-30,7:10 PM EDT,AZ,NYM,-169,+135,3.5,3.5
2024-05-30,7:10 PM EDT,DET,BOS,-179,+145,0.5,0.5
2024-05-30,7:20 PM EDT,WAS,ATL,-120,-110,5.5,5.5
2024-05-30,9:38 PM EDT,NYY,LAA,-145,+115,2.5,2.5
2024-05-31,2:20 PM EDT,CIN,CHC,-145,+115,3.5,3.5
2024-05-31,6:40 PM EDT,STL,PHI,-125,-105,2.5,2.5
2024-05-31,7:05 PM EDT,TB,BAL,-130,+100,4,4
2024-05-31,7:07 PM EDT,PIT,TOR,-130,+100,4,4
2024-05-31,7:10 PM EDT,DET,BOS,-130,+100,4,4
2024-05-31,7:10 PM EDT,TEX,MIA,-135,+105,4.5,4.5
2024-05-31,7:10 PM EDT,AZ,NYM,+100,-130,4,4
2024-05-31,7:10 PM EDT,WAS,CLE,-105,-125,4.5,4.5
2024-05-31,7:20 PM EDT,ATH,ATL,-105,-125,4.5,4.5
2024-05-31,8:10 PM EDT,CHW,MIL,-130,+100,4,4
2024-05-31,8:10 PM EDT,MIN,HOU,-130,+100,4,4
2024-05-31,8:10 PM EDT,SD,KC,-115,-115,4,4
2024-05-31,10:10 PM EDT,LAA,SEA,+100,-130,3.5,3.5
2024-05-31,10:10 PM EDT,COL,LAD,-115,-115,4.5,4.5
2024-05-31,10:15 PM EDT,NYY,SF,+100,-120,4,4
2024-06-01,3:07 PM EDT,PIT,TOR,-179,+145,3.5,3.5
2024-06-01,4:05 PM EDT,TB,BAL,-125,-105,4,4
2024-06-01,4:10 PM EDT,SD,KC,-115,-115,5,5
2024-06-01,4:10 PM EDT,AZ,NYM,-115,-115,4.5,4.5
2024-06-01,4:10 PM EDT,ATH,ATL,+100,-130,4.5,4.5
2024-06-01,4:10 PM EDT,TEX,MIA,+100,-130,4.5,4.5
2024-06-01,4:10 PM EDT,CHW,MIL,-125,-105,3.5,3.5
2024-06-01,4:10 PM EDT,WAS,CLE,-125,-105,4,4
2024-06-01,4:10 PM EDT,MIN,HOU,-105,-125,4,4
2024-06-01,4:10 PM EDT,DET,BOS,-105,-125,4.5,4.5
2024-06-01,7:15 PM EDT,CIN,CHC,-115,-115,7.5,7.5
2024-06-01,7:15 PM EDT,STL,PHI,-169,+135,5.5,5.5
2024-06-01,7:15 PM EDT,LAA,SEA,+120,-149,2.5,2.5
2024-06-01,10:05 PM EDT,NYY,SF,+115,-145,7.5,7.5
2024-06-01,10:10 PM EDT,COL,LAD,+120,-149,4.5,4.5
2024-06-02,1:05 PM EDT,MIN,HOU,-110,-120,4.5,4.5
2024-06-02,1:35 PM EDT,TB,BAL,+110,-141,4.5,4.5
2024-06-02,1:35 PM EDT,ATH,ATL,+110,-141,4.5,4.5
2024-06-02,1:35 PM EDT,DET,BOS,-105,-125,5,5
2024-06-02,1:37 PM EDT,PIT,TOR,-115,-115,4.5,4.5
2024-06-02,1:40 PM EDT,TEX,MIA,-105,-125,4.5,4.5
2024-06-02,1:40 PM EDT,WAS,CLE,+100,-130,4.5,4.5
