Date,Match Time,Team 1,Team 2,Team 1 Odds,Team 2 Odds,Team 1 line,Team 2 line
2024-05-30,7:10 PM EDT,DET,BOS,+105,-125,7.5,7.5
2024-05-30,7:20 PM EDT,WAS,ATL,-105,-115,9,9
2024-05-30,9:38 PM EDT,NYY,LAA,-115,-105,8.5,8.5
2024-05-31,2:20 PM EDT,CIN,CHC,-120,+100,8.5,8.5
2024-05-31,6:40 PM EDT,STL,PHI,+100,-120,8,8
2024-05-31,7:05 PM EDT,TB,BAL,-110,-110,8,8
2024-05-31,7:07 PM EDT,PIT,TOR,-120,+100,8,8
2024-05-31,7:10 PM EDT,DET,BOS,-105,-115,8.5,8.5
2024-05-31,7:10 PM EDT,TEX,MIA,-130,+110,8.5,8.5
2024-05-31,7:10 PM EDT,AZ,NYM,-115,-105,7,7
2024-05-31,7:10 PM EDT,WAS,CLE,-115,-105,7.5,7.5
2024-05-31,7:20 PM EDT,ATH,ATL,-105,-115,8.5,8.5
2024-05-31,8:10 PM EDT,CHW,MIL,-110,-110,8,8
2024-05-31,8:10 PM EDT,MIN,HOU,-110,-110,8,8
2024-05-31,8:10 PM EDT,SD,KC,+110,-130,8,8
2024-05-31,10:10 PM EDT,LAA,SEA,+105,-125,7,7
2024-05-31,10:10 PM EDT,COL,LAD,-110,-110,8.5,8.5
2024-05-31,10:15 PM EDT,NYY,SF,-115,-105,7.5,7.5
2024-06-01,3:07 PM EDT,PIT,TOR,-115,-105,7.5,7.5
2024-06-01,4:05 PM EDT,TB,BAL,-125,+105,7.5,7.5
2024-06-01,4:10 PM EDT,SD,KC,-125,+105,9,9
2024-06-01,4:10 PM EDT,AZ,NYM,-120,+100,8,8
2024-06-01,4:10 PM EDT,ATH,ATL,-125,+105,7.5,7.5
2024-06-01,4:10 PM EDT,TEX,MIA,-110,-110,8,8
2024-06-01,4:10 PM EDT,CHW,MIL,-115,-105,7,7
2024-06-01,4:10 PM EDT,WAS,CLE,-110,-110,7.5,7.5
2024-06-01,4:10 PM EDT,MIN,HOU,+105,-125,7.5,7.5
2024-06-01,4:10 PM EDT,DET,BOS,-110,-110,8.5,8.5
2024-06-01,7:15 PM EDT,CIN,CHC,-125,+105,7,7
2024-06-01,7:15 PM EDT,STL,PHI,-120,+100,7,7
2024-06-01,7:15 PM EDT,LAA,SEA,-115,-105,7,7
2024-06-01,10:05 PM EDT,NYY,SF,+105,-125,7.5,7.5
2024-06-01,10:10 PM EDT,COL,LAD,-110,-110,7.5,7.5
2024-06-02,1:05 PM EDT,MIN,HOU,-105,-115,8,8
2024-06-02,1:35 PM EDT,TB,BAL,-105,-115,9,9
2024-06-02,1:35 PM EDT,ATH,ATL,+105,-125,9,9
2024-06-02,1:35 PM EDT,DET,BOS,-115,-105,9,9
2024-06-02,1:37 PM EDT,PIT,TOR,-115,-105,8,8
2024-06-02,1:40 PM EDT,TEX,MIA,+100,-120,8.5,8.5
2024-06-02,1:40 PM EDT,WAS,CLE,-110,-110,8,8
2024-06-02,1:40 PM EDT,AZ,NYM,-115,-105,8,8
2024-06-02,2:10 PM EDT,SD,KC,-120,+100,8,8
2024-06-02,2:10 PM EDT,CHW,MIL,+105,-125,8,8
2024-06-02,2:20 PM EDT,CIN,CHC,-110,-110,7,7
2024-06-02,4:05 PM EDT,NYY,SF,+100,-120,8,8
2024-06-02,4:10 PM EDT,COL,LAD,+100,-120,8.5,8.5
2024-06-02,4:10 PM EDT,LAA,SEA,+100,-120,7.5,7.5
2024-06-02,7:10 PM EDT,STL,PHI,-115,-105,9.5,9.5
2024-06-03,6:40 PM EDT,MIL,PHI,-110,-110,8,8
2024-06-03,6:45 PM EDT,NYM,WAS,-115,-105,8,8
2024-06-03,7:07 PM EDT,BAL,TOR,-115,-105,7.5,7.5
2024-06-03,8:05 PM EDT,DET,TEX,-115,-105,7,7
2024-06-03,8:10 PM EDT,STL,HOU,-105,-115,8,8
2024-06-03,8:40 PM EDT,CIN,COL,+100,-120,11,11
2024-06-03,9:38 PM EDT,SD,LAA,+100,-120,8.5,8.5
2024-06-03,9:40 PM EDT,SF,AZ,-105,-115,9,9
2024-06-04,6:40 PM EDT,MIL,PHI,+100,-120,9,9
2024-06-04,6:40 PM EDT,TB,MIA,-120,+100,7,7
2024-06-04,6:40 PM EDT,LAD,PIT,-105,-115,8,8
2024-06-04,6:40 PM EDT,KC,CLE,-115,-105,8,8
2024-06-04,6:45 PM EDT,NYM,WAS,-115,-105,9,9
2024-06-04,7:05 PM EDT,MIN,NYY,-115,-105,7.5,7.5
2024-06-04,7:07 PM EDT,BAL,TOR,-105,-115,8,8
2024-06-04,7:10 PM EDT,ATL,BOS,-115,-105,8,8
2024-06-04,8:05 PM EDT,CHW,CHC,+100,-120,9.5,9.5
2024-06-04,8:05 PM EDT,DET,TEX,-120,+100,7.5,7.5
2024-06-04,8:10 PM EDT,STL,HOU,-105,-115,9,9
2024-06-04,8:40 PM EDT,CIN,COL,-120,+100,10.5,10.5
2024-06-04,9:38 PM EDT,SD,LAA,-110,-110,8.5,8.5
2024-06-04,9:40 PM EDT,SF,AZ,+100,-120,9.5,9.5
2024-06-04,9:40 PM EDT,SEA,ATH,-120,+100,7.5,7.5
2024-06-05,1:35 PM EDT,ATL,BOS,-110,-110,10,10
2024-06-05,2:10 PM EDT,STL,HOU,+100,-120,8.5,8.5
2024-06-05,3:10 PM EDT,CIN,COL,-115,-105,11.5,11.5
2024-06-05,3:40 PM EDT,SF,AZ,-115,-105,8,8
2024-06-05,4:05 PM EDT,NYM,WAS,-110,-110,9.5,9.5
2024-06-05,4:05 PM EDT,MIL,PHI,-120,+100,8.5,8.5
2024-06-05,6:40 PM EDT,TB,MIA,+100,-120,7.5,7.5
2024-06-05,6:40 PM EDT,LAD,PIT,-120,+100,8,8
2024-06-05,7:05 PM EDT,MIN,NYY,-105,-115,8.5,8.5
2024-06-05,7:07 PM EDT,BAL,TOR,-110,-110,8,8
2024-06-05,8:05 PM EDT,DET,TEX,-110,-110,8.5,8.5
2024-06-05,8:05 PM EDT,CHW,CHC,-125,+105,9,9
2024-06-05,9:38 PM EDT,SD,LAA,+100,-120,8,8
2024-06-05,9:40 PM EDT,SEA,ATH,-110,-110,8,8
2024-06-06,1:07 PM EDT,BAL,TOR,-115,-105,8.5,8.5
2024-06-06,1:10 PM EDT,KC,CLE,-115,-105,7.5,7.5
2024-06-06,3:37 PM EDT,SEA,ATH,+100,-120,8,8
2024-06-06,6:40 PM EDT,LAD,PIT,-120,+100,9,9
2024-06-06,6:45 PM EDT,ATL,WAS,-120,+100,8.5,8.5
2024-06-06,7:05 PM EDT,MIN,NYY,+100,-120,8.5,8.5
2024-06-06,7:10 PM EDT,CHC,CIN,-105,-115,9.5,9.5
2024-06-06,7:45 PM EDT,COL,STL,-120,+100,7,7
2024-06-06,8:10 PM EDT,BOS,CHW,+100,-120,9,9
2024-06-06,9:40 PM EDT,AZ,SD,+105,-125,8.5,8.5
2024-06-07,6:40 PM EDT,MIL,DET,-110,-110,8.5,8.5
2024-06-07,6:40 PM EDT,MIN,PIT,-105,-115,8,8
2024-06-07,6:45 PM EDT,ATL,WAS,-105,-115,7.5,7.5
2024-06-07,6:50 PM EDT,BAL,TB,-105,-115,8.5,8.5
2024-06-07,7:05 PM EDT,LAD,NYY,-110,-110,8.5,8.5
2024-06-07,7:10 PM EDT,CHC,CIN,-115,-105,8.5,8.5
2024-06-07,7:10 PM EDT,CLE,MIA,-105,-115,7.5,7.5
2024-06-07,8:05 PM EDT,SF,TEX,-105,-115,7.5,7.5
2024-06-07,8:10 PM EDT,SEA,KC,-110,-110,9,9
2024-06-07,8:10 PM EDT,BOS,CHW,-110,-110,8,8
2024-06-07,8:15 PM EDT,COL,STL,+100,-120,8,8
2024-06-07,9:38 PM EDT,HOU,LAA,-105,-115,8.5,8.5
2024-06-07,9:40 PM EDT,AZ,SD,-105,-115,7,7
2024-06-07,9:40 PM EDT,TOR,ATH,+100,-120,8,8
2024-06-08,1:10 PM EDT,PHI,NYM,-110,-110,9.5,9.5
2024-06-08,4:05 PM EDT,SF,TEX,-115,-105,8,8
2024-06-08,4:05 PM EDT,ATL,WAS,-110,-110,8.5,8.5
2024-06-08,4:05 PM EDT,MIN,PIT,-115,-105,9,9
2024-06-08,4:07 PM EDT,TOR,ATH,-105,-115,8,8
2024-06-08,4:10 PM EDT,BAL,TB,-110,-110,8,8
2024-06-08,4:10 PM EDT,BOS,CHW,+100,-120,8.5,8.5
2024-06-08,4:10 PM EDT,MIL,DET,-110,-110,8,8
2024-06-08,4:10 PM EDT,CHC,CIN,-105,-115,9,9
2024-06-08,4:10 PM EDT,SEA,KC,-110,-110,8.5,8.5
2024-06-08,4:15 PM EDT,COL,STL,-120,+100,8.5,8.5
2024-06-08,7:35 PM EDT,CLE,MIA,-120,+100,8,8
2024-06-08,7:35 PM EDT,LAD,NYY,-125,+105,8.5,8.5
2024-06-08,8:40 PM EDT,AZ,SD,-105,-115,8,8
2024-06-08,10:07 PM EDT,HOU,LAA,-105,-115,8.5,8.5
2024-06-09,10:10 AM EDT,NYM,PHI,-115,-105,11.5,11.5
2024-06-09,1:05 PM EDT,SF,TEX,-105,-115,7.5,7.5
2024-06-09,1:35 PM EDT,ATL,WAS,-105,-115,9.5,9.5
2024-06-09,1:35 PM EDT,MIN,PIT,-125,+105,8,8
2024-06-09,1:40 PM EDT,BAL,TB,-110,-110,7.5,7.5
2024-06-09,1:40 PM EDT,MIL,DET,-105,-115,8,8
2024-06-09,1:40 PM EDT,CHC,CIN,-110,-110,9,9
2024-06-09,1:40 PM EDT,CLE,MIA,-115,-105,8,8
2024-06-09,2:10 PM EDT,SEA,KC,-125,+105,7,7
2024-06-09,2:10 PM EDT,BOS,CHW,-120,+100,9,9
2024-06-09,2:15 PM EDT,COL,STL,-115,-105,8,8
2024-06-09,4:07 PM EDT,HOU,LAA,-120,+100,8,8
2024-06-09,4:07 PM EDT,TOR,ATH,-120,+100,8,8
2024-06-09,4:10 PM EDT,AZ,SD,-115,-105,8,8
2024-06-09,7:10 PM EDT,LAD,NYY,-120,+100,7,7
2024-06-10,6:50 PM EDT,BAL,TB,-105,-115,7,7
2024-06-10,7:40 PM EDT,COL,MIN,-105,-115,8.5,8.5
2024-06-10,8:10 PM EDT,NYY,KC,+100,-120,8.5,8.5
2024-06-10,8:10 PM EDT,TOR,MIL,-110,-110,8.5,8.5
2024-06-10,9:40 PM EDT,CHW,SEA,-115,-105,7,7
2024-06-10,9:40 PM EDT,ATH,SD,-120,+100,7.5,7.5
2024-06-10,9:45 PM EDT,HOU,SF,-125,+105,8,8
2024-06-11,6:35 PM EDT,ATL,BAL,-105,-115,7.5,7.5
2024-06-11,6:40 PM EDT,WAS,DET,-115,-105,8,8
2024-06-11,6:50 PM EDT,CHC,TB,-105,-115,7.5,7.5
2024-06-11,7:10 PM EDT,PHI,BOS,-110,-110,8,8
2024-06-11,7:10 PM EDT,MIA,NYM,-105,-115,7.5,7.5
2024-06-11,7:10 PM EDT,CLE,CIN,-110,-110,9,9
2024-06-11,7:40 PM EDT,COL,MIN,-105,-115,8.5,8.5
2024-06-11,7:45 PM EDT,PIT,STL,+105,-125,7.5,7.5
2024-06-11,8:10 PM EDT,NYY,KC,-105,-115,9.5,9.5
2024-06-11,8:10 PM EDT,TOR,MIL,+100,-120,8.5,8.5
2024-06-11,9:40 PM EDT,LAA,AZ,-115,-105,9,9
2024-06-11,9:40 PM EDT,ATH,SD,-110,-110,8,8
2024-06-11,9:40 PM EDT,CHW,SEA,+105,-125,7.5,7.5
2024-06-11,9:45 PM EDT,HOU,SF,-120,+100,7.5,7.5
2024-06-11,10:10 PM EDT,TEX,LAD,+100,-120,9,9
2024-06-12,1:10 PM EDT,COL,MIN,-125,+105,7.5,7.5
2024-06-12,2:10 PM EDT,TOR,MIL,-110,-110,9,9
2024-06-12,3:45 PM EDT,HOU,SF,-115,-105,7,7
2024-06-12,4:10 PM EDT,ATH,SD,+105,-125,8,8
2024-06-12,6:35 PM EDT,ATL,BAL,-110,-110,9,9
2024-06-12,6:40 PM EDT,WAS,DET,-125,+105,7.5,7.5
2024-06-12,6:50 PM EDT,CHC,TB,-105,-115,8,8
2024-06-12,7:10 PM EDT,PHI,BOS,-110,-110,8,8
2024-06-12,7:10 PM EDT,MIA,NYM,-115,-105,7.5,7.5
2024-06-12,7:10 PM EDT,CLE,CIN,-105,-115,8,8
2024-06-12,7:45 PM EDT,PIT,STL,-115,-105,8,8
2024-06-12,8:10 PM EDT,NYY,KC,-120,+100,10.5,10.5
2024-06-12,9:40 PM EDT,CHW,SEA,-105,-115,7.5,7.5
2024-06-12,9:40 PM EDT,LAA,AZ,+100,-120,8.5,8.5
2024-06-12,10:10 PM EDT,TEX,LAD,-115,-105,8,8
2024-06-13,1:05 PM EDT,ATL,BAL,-110,-110,9,9
2024-06-13,1:10 PM EDT,WAS,DET,-115,-105,9.5,9.5
2024-06-13,2:10 PM EDT,NYY,KC,-115,-105,10.5,10.5
2024-06-13,2:15 PM EDT,PIT,STL,-115,-105,8.5,8.5
2024-06-13,6:50 PM EDT,CHC,TB,+100,-120,7.5,7.5
2024-06-13,7:10 PM EDT,MIA,NYM,-120,+100,8.5,8.5
2024-06-13,7:10 PM EDT,PHI,BOS,-110,-110,8.5,8.5
2024-06-13,7:40 PM EDT,ATH,MIN,-120,+100,8,8
2024-06-13,9:40 PM EDT,CHW,SEA,-120,+100,6.5,6.5
2024-06-13,9:40 PM EDT,LAA,AZ,-120,+100,8.5,8.5
2024-06-13,10:10 PM EDT,TEX,LAD,-115,-105,8.5,8.5
2024-06-14,2:20 PM EDT,STL,CHC,-110,-110,7.5,7.5
2024-06-14,6:30 PM EDT,NYY,BOS,-115,-105,9,9
2024-06-14,6:45 PM EDT,MIA,WAS,-105,-115,8.5,8.5
2024-06-14,7:05 PM EDT,PHI,BAL,-115,-105,7,7
2024-06-14,7:07 PM EDT,CLE,TOR,-120,+100,7.5,7.5
2024-06-14,7:10 PM EDT,SD,NYM,+100,-120,7.5,7.5
2024-06-14,7:20 PM EDT,TB,ATL,-110,-110,8.5,8.5
2024-06-14,8:10 PM EDT,DET,HOU,+100,-120,7,7
2024-06-14,8:10 PM EDT,CIN,MIL,+100,-120,7.5,7.5
2024-06-14,8:10 PM EDT,ATH,MIN,-120,+100,8.5,8.5
2024-06-14,8:40 PM EDT,PIT,COL,-105,-115,11,11
2024-06-14,9:40 PM EDT,CHW,AZ,-115,-105,9,9
2024-06-14,10:10 PM EDT,TEX,SEA,-115,-105,7,7
2024-06-14,10:10 PM EDT,KC,LAD,-105,-115,7.5,7.5
2024-06-14,10:15 PM EDT,LAA,SF,-115,-105,8,8
2024-06-15,2:20 PM EDT,STL,CHC,-105,-115,8.5,8.5
2024-06-15,3:07 PM EDT,CLE,TOR,-110,-110,8,8
2024-06-15,4:05 PM EDT,PHI,BAL,-115,-105,8,8
2024-06-15,4:05 PM EDT,MIA,WAS,+100,-120,9,9
2024-06-15,4:05 PM EDT,LAA,SF,+100,-120,8,8
2024-06-15,4:10 PM EDT,SD,NYM,-110,-110,8.5,8.5
2024-06-15,4:10 PM EDT,CIN,MIL,+100,-120,9,9
2024-06-15,4:10 PM EDT,TB,ATL,-125,+105,8.5,8.5
2024-06-15,4:10 PM EDT,DET,HOU,-130,+110,7.5,7.5
2024-06-15,7:15 PM EDT,TEX,SEA,-110,-110,6.5,6.5
2024-06-15,7:15 PM EDT,NYY,BOS,-105,-115,9,9
2024-06-15,9:10 PM EDT,KC,LAD,+100,-120,8,8
2024-06-15,9:10 PM EDT,PIT,COL,-125,+105,10.5,10.5
2024-06-15,10:10 PM EDT,CHW,AZ,-105,-115,8.5,8.5
2024-06-16,1:05 PM EDT,STL,CHC,-105,-115,10.5,10.5
2024-06-16,1:35 PM EDT,PHI,BAL,-115,-105,7,7
2024-06-16,1:35 PM EDT,TB,ATL,-110,-110,9,9
2024-06-16,1:35 PM EDT,MIA,WAS,+100,-120,8.5,8.5
2024-06-16,1:37 PM EDT,CLE,TOR,+100,-120,7.5,7.5
2024-06-16,1:40 PM EDT,SD,NYM,-120,+100,7,7
2024-06-16,2:10 PM EDT,DET,HOU,+100,-120,8,8
2024-06-16,2:10 PM EDT,ATH,MIN,+100,-120,9,9
2024-06-16,2:10 PM EDT,CIN,MIL,-125,+105,9,9
2024-06-16,3:10 PM EDT,PIT,COL,-110,-110,12.5,12.5
2024-06-16,4:05 PM EDT,LAA,SF,-115,-105,8.5,8.5
2024-06-16,4:10 PM EDT,TEX,SEA,-105,-115,7,7
2024-06-16,4:10 PM EDT,CHW,AZ,-120,+100,8.5,8.5
2024-06-16,4:10 PM EDT,KC,LAD,-105,-115,8,8
2024-06-16,7:10 PM EDT,NYY,BOS,-125,+105,9,9
2024-06-16,7:40 PM EDT,ATH,MIN,-115,-105,9,9
2024-06-17,6:40 PM EDT,SD,PHI,-105,-115,9.5,9.5
2024-06-17,6:40 PM EDT,STL,MIA,-110,-110,7,7
2024-06-17,6:40 PM EDT,CIN,PIT,-115,-105,8,8
2024-06-17,7:07 PM EDT,BOS,TOR,-110,-110,7.5,7.5
2024-06-17,7:20 PM EDT,DET,ATL,-105,-115,8,8
2024-06-17,8:05 PM EDT,SF,CHC,-105,-115,10.5,10.5
2024-06-17,8:05 PM EDT,NYM,TEX,-115,-105,8,8
2024-06-17,8:40 PM EDT,LAD,COL,-120,+100,12,12
2024-06-17,9:38 PM EDT,MIL,LAA,-110,-110,8.5,8.5
2024-06-18,6:10 PM EDT,STL,MIA,-115,-105,8,8
2024-06-18,6:40 PM EDT,SD,PHI,-120,+100,8.5,8.5
2024-06-18,6:40 PM EDT,SEA,CLE,-130,+110,8.5,8.5
2024-06-18,6:40 PM EDT,CIN,PIT,-105,-115,8,8
2024-06-18,6:45 PM EDT,AZ,WAS,-115,-105,9,9
2024-06-18,7:05 PM EDT,BAL,NYY,-120,+100,8.5,8.5
2024-06-18,7:07 PM EDT,BOS,TOR,-110,-110,7.5,7.5
2024-06-18,7:20 PM EDT,DET,ATL,-120,+100,9,9
2024-06-18,7:40 PM EDT,TB,MIN,-110,-110,8.5,8.5
2024-06-18,8:05 PM EDT,SF,CHC,+105,-125,9.5,9.5
2024-06-18,8:05 PM EDT,NYM,TEX,-115,-105,8.5,8.5
2024-06-18,8:10 PM EDT,HOU,CHW,+100,-120,9,9
2024-06-18,8:40 PM EDT,LAD,COL,-105,-115,11,11
2024-06-18,9:38 PM EDT,MIL,LAA,-115,-105,9,9
2024-06-18,9:40 PM EDT,KC,ATH,-115,-105,8,8
2024-06-19,12:20 PM EDT,DET,ATL,-130,+110,7,7
2024-06-19,12:35 PM EDT,CIN,PIT,-120,+100,7.5,7.5
2024-06-19,12:40 PM EDT,STL,MIA,-115,-105,8,8
2024-06-19,1:05 PM EDT,SD,PHI,-110,-110,8.5,8.5
2024-06-19,2:20 PM EDT,SF,CHC,+100,-120,11,11
2024-06-19,4:05 PM EDT,AZ,WAS,-105,-115,9.5,9.5
2024-06-19,6:40 PM EDT,SEA,CLE,+100,-120,7.5,7.5
2024-06-19,7:05 PM EDT,BAL,NYY,-110,-110,7.5,7.5
2024-06-19,7:07 PM EDT,BOS,TOR,-110,-110,8,8
2024-06-19,7:40 PM EDT,TB,MIN,+100,-120,7.5,7.5
2024-06-19,8:05 PM EDT,NYM,TEX,-115,-105,8.5,8.5
2024-06-19,8:10 PM EDT,HOU,CHW,-125,+105,7,7
2024-06-19,8:40 PM EDT,LAD,COL,-105,-115,10.5,10.5
2024-06-19,9:38 PM EDT,MIL,LAA,+100,-120,8.5,8.5
2024-06-19,9:40 PM EDT,KC,ATH,-115,-105,7,7
2024-06-20,1:05 PM EDT,AZ,WAS,-120,+100,8.5,8.5
2024-06-20,1:10 PM EDT,TB,MIN,-115,-105,7.5,7.5
2024-06-20,1:10 PM EDT,SEA,CLE,-115,-105,8,8
2024-06-20,2:10 PM EDT,HOU,CHW,-105,-115,9,9
2024-06-20,3:10 PM EDT,LAD,COL,-105,-115,12,12
2024-06-20,3:37 PM EDT,KC,ATH,+100,-120,7.5,7.5
2024-06-20,4:05 PM EDT,BAL,NYY,-115,-105,8.5,8.5
2024-06-20,7:15 PM EDT,SF,STL,-115,-105,9,9
2024-06-20,9:40 PM EDT,MIL,SD,-115,-105,9,9
2024-06-21,2:20 PM EDT,NYM,CHC,+100,-120,8,8
2024-06-21,6:40 PM EDT,AZ,PHI,-120,+100,9.5,9.5
2024-06-21,6:40 PM EDT,CHW,DET,-105,-115,7.5,7.5
2024-06-21,6:40 PM EDT,TB,PIT,-105,-115,9,9
2024-06-21,7:05 PM EDT,ATL,NYY,-115,-105,7.5,7.5
2024-06-21,7:10 PM EDT,BOS,CIN,-120,+100,9,9
2024-06-21,7:10 PM EDT,SEA,MIA,-120,+100,7,7
2024-06-21,7:10 PM EDT,TOR,CLE,-120,+100,8.5,8.5
2024-06-21,8:05 PM EDT,KC,TEX,-105,-115,8,8
2024-06-21,8:10 PM EDT,BAL,HOU,-105,-115,8.5,8.5
2024-06-21,8:40 PM EDT,WAS,COL,-110,-110,11,11
2024-06-21,9:40 PM EDT,MIL,SD,-115,-105,7.5,7.5
2024-06-21,9:40 PM EDT,MIN,ATH,-115,-105,8,8
2024-06-21,10:10 PM EDT,LAA,LAD,-115,-105,8.5,8.5
2024-06-22,1:10 PM EDT,CHW,DET,-105,-115,9,9
2024-06-22,2:15 PM EDT,SF,STL,+100,-120,9,9
2024-06-22,2:20 PM EDT,NYM,CHC,-110,-110,11,11
2024-06-22,4:05 PM EDT,KC,TEX,-105,-115,8,8
2024-06-22,4:05 PM EDT,AZ,PHI,-130,+110,9,9
2024-06-22,4:05 PM EDT,TB,PIT,-120,+100,8.5,8.5
2024-06-22,4:07 PM EDT,MIN,ATH,-115,-105,8.5,8.5
2024-06-22,4:10 PM EDT,BOS,CIN,-115,-105,9.5,9.5
2024-06-22,4:10 PM EDT,SEA,MIA,+100,-120,7.5,7.5
2024-06-22,4:10 PM EDT,BAL,HOU,+105,-125,8,8
2024-06-22,4:10 PM EDT,TOR,CLE,+100,-120,9,9
2024-06-22,7:15 PM EDT,ATL,NYY,-110,-110,9,9
2024-06-22,7:15 PM EDT,MIL,SD,-105,-115,8.5,8.5
2024-06-22,9:10 PM EDT,WAS,COL,-120,+100,10.5,10.5
2024-06-22,10:10 PM EDT,LAA,LAD,-105,-115,8.5,8.5
2024-06-23,11:35 AM EDT,AZ,PHI,-115,-105,9.5,9.5
2024-06-23,1:35 PM EDT,ATL,NYY,-120,+100,8.5,8.5
2024-06-23,1:35 PM EDT,TB,PIT,-115,-105,7.5,7.5
2024-06-23,1:40 PM EDT,CHW,DET,-120,+100,8,8
2024-06-23,1:40 PM EDT,BOS,CIN,+105,-125,9.5,9.5
2024-06-23,1:40 PM EDT,TOR,CLE,-105,-115,8.5,8.5
2024-06-23,1:40 PM EDT,SEA,MIA,-125,+105,7.5,7.5
2024-06-23,2:10 PM EDT,BAL,HOU,+105,-125,8.5,8.5
2024-06-23,2:15 PM EDT,SF,STL,-105,-115,7.5,7.5
2024-06-23,2:35 PM EDT,KC,TEX,+100,-120,8.5,8.5
2024-06-23,3:10 PM EDT,WAS,COL,-115,-105,10.5,10.5
2024-06-23,4:07 PM EDT,MIN,ATH,-120,+100,8,8
2024-06-23,4:10 PM EDT,MIL,SD,-115,-105,7.5,7.5
2024-06-23,7:10 PM EDT,NYM,CHC,-135,+115,8,8
2024-06-24,6:35 PM EDT,CLE,BAL,+100,-120,8,8
2024-06-24,6:40 PM EDT,PHI,DET,-120,+100,8,8
2024-06-24,6:50 PM EDT,SEA,TB,-120,+100,7,7
2024-06-24,7:10 PM EDT,TOR,BOS,-110,-110,8.5,8.5
2024-06-24,7:10 PM EDT,PIT,CIN,+100,-120,10,10
2024-06-24,7:45 PM EDT,ATL,STL,-105,-115,9,9
2024-06-24,8:10 PM EDT,TEX,MIL,-115,-105,8,8
2024-06-24,8:10 PM EDT,MIA,KC,-115,-105,9,9
2024-06-24,8:10 PM EDT,LAD,CHW,-110,-110,8,8
2024-06-24,9:38 PM EDT,ATH,LAA,-110,-110,9,9
2024-06-24,9:40 PM EDT,WAS,SD,-110,-110,7.5,7.5
2024-06-24,9:45 PM EDT,CHC,SF,+100,-120,7.5,7.5
2024-06-25,6:35 PM EDT,CLE,BAL,-120,+100,9,9
2024-06-25,6:40 PM EDT,PHI,DET,-120,+100,7,7
2024-06-25,6:50 PM EDT,SEA,TB,-105,-115,7.5,7.5
2024-06-25,7:10 PM EDT,TOR,BOS,-110,-110,9.5,9.5
2024-06-25,7:10 PM EDT,NYY,NYM,-105,-115,8.5,8.5
2024-06-25,7:10 PM EDT,PIT,CIN,-120,+100,8.5,8.5
2024-06-25,8:10 PM EDT,COL,HOU,-105,-115,8,8
2024-06-25,8:10 PM EDT,MIA,KC,-110,-110,9.5,9.5
2024-06-25,8:10 PM EDT,TEX,MIL,-110,-110,9,9
2024-06-25,8:10 PM EDT,LAD,CHW,-125,+105,9,9
2024-06-25,9:38 PM EDT,ATH,LAA,-120,+100,8,8
2024-06-25,9:40 PM EDT,MIN,AZ,-120,+100,7.5,7.5
2024-06-25,9:40 PM EDT,WAS,SD,-115,-105,7.5,7.5
2024-06-25,9:45 PM EDT,CHC,SF,-115,-105,8,8
2024-06-26,12:10 PM EDT,SEA,TB,+100,-120,7,7
2024-06-26,1:10 PM EDT,PHI,DET,-105,-115,9,9
2024-06-26,1:10 PM EDT,PIT,CIN,-115,-105,9.5,9.5
2024-06-26,1:45 PM EDT,ATL,STL,-110,-110,7.5,7.5
2024-06-26,2:10 PM EDT,TEX,MIL,-110,-110,8.5,8.5
2024-06-26,2:10 PM EDT,COL,HOU,+105,-125,8.5,8.5
2024-06-26,2:10 PM EDT,MIA,KC,+100,-120,9,9
2024-06-26,4:07 PM EDT,ATH,LAA,-115,-105,9,9
2024-06-26,4:10 PM EDT,WAS,SD,-110,-110,7.5,7.5
2024-06-26,6:35 PM EDT,CLE,BAL,+110,-130,9,9
2024-06-26,7:10 PM EDT,NYY,NYM,-110,-110,8.5,8.5
2024-06-26,7:15 PM EDT,ATL,STL,-120,+100,8.5,8.5
2024-06-26,8:10 PM EDT,LAD,CHW,-115,-105,8,8
2024-06-26,9:40 PM EDT,MIN,AZ,-110,-110,9,9
2024-06-26,9:45 PM EDT,CHC,SF,+100,-120,8,8
2024-06-27,3:40 PM EDT,MIN,AZ,-125,+105,8.5,8.5
2024-06-27,3:45 PM EDT,CHC,SF,-115,-105,7.5,7.5
2024-06-27,4:10 PM EDT,ATL,CHW,+100,-120,8,8
2024-06-27,6:20 PM EDT,MIA,PHI,-115,-105,8,8
2024-06-27,6:35 PM EDT,TEX,BAL,-105,-115,7.5,7.5
2024-06-27,7:07 PM EDT,NYY,TOR,-120,+100,8.5,8.5
2024-06-27,7:45 PM EDT,CIN,STL,-110,-110,7.5,7.5
2024-06-27,8:10 PM EDT,CLE,KC,-115,-105,9,9
2024-06-27,9:38 PM EDT,DET,LAA,-110,-110,8.5,8.5
2024-06-28,6:20 PM EDT,MIA,PHI,-105,-115,8,8
2024-06-28,6:50 PM EDT,WAS,TB,-110,-110,7.5,7.5
2024-06-28,7:05 PM EDT,TEX,BAL,+100,-120,8.5,8.5
2024-06-28,7:07 PM EDT,NYY,TOR,+100,-120,8.5,8.5
2024-06-28,7:10 PM EDT,HOU,NYM,-115,-105,8,8
2024-06-28,7:10 PM EDT,COL,CHW,-125,+105,8.5,8.5
2024-06-28,7:10 PM EDT,SD,BOS,-110,-110,9.5,9.5
2024-06-28,7:20 PM EDT,PIT,ATL,-115,-105,9,9
2024-06-28,8:10 PM EDT,CHC,MIL,-115,-105,8.5,8.5
